"year","news","pages","sort"
"1989","Daily News Record - 1989 September 14","39","18015"
"1989","Daily News Record - 1989 September 15","64","18016"
"1989","Daily News Record - 1989 September 16","40","18017"
"1989","Daily News Record - 1989 September 18","32","18018"
"1989","Daily News Record - 1989 September 19","24","18019"
"1989","Daily News Record - 1989 September 20","37","18020"
"1989","Daily News Record - 1989 September 21","43","18021"
"1989","Daily News Record - 1989 September 22","68","18022"
"1989","Daily News Record - 1989 September 23","40","18023"
"1989","Daily News Record - 1989 September 25","32","18024"
"1989","Daily News Record - 1989 September 26","24","18025"
"1989","Daily News Record - 1989 September 27","41","18026"
"1989","Daily News Record - 1989 September 28","39","18027"
"1989","Daily News Record - 1989 September 29","66","18028"
"1989","Daily News Record - 1989 September 30","39","18029"
"1989","Daily News Record - 1989 October 02","32","18030"
"1989","Daily News Record - 1989 October 03","24","18031"
"1989","Daily News Record - 1989 October 04","32","18032"
"1989","Daily News Record - 1989 October 05","39","18033"
"1989","Daily News Record - 1989 October 06","64","18034"
"1989","Daily News Record - 1989 October 07","44","18035"
"1989","Daily News Record - 1989 October 09","28","18036"
"1989","Daily News Record - 1989 October 10","24","18037"
"1989","Daily News Record - 1989 October 11","37","18038"
"1989","Daily News Record - 1989 October 12","43","18039"
"1989","Daily News Record - 1989 October 13","64","18040"
"1989","Daily News Record - 1989 October 14","36","18041"
"1989","Daily News Record - 1989 October 16","27","18042"
"1989","Daily News Record - 1989 October 17","28","18043"
"1989","Daily News Record - 1989 October 18","33","18044"
"1989","Daily News Record - 1989 October 19","73","18045"
"1989","Daily News Record - 1989 October 20","64","18046"
"1989","Daily News Record - 1989 October 21","40","18047"
"1989","Daily News Record - 1989 October 23","28","18048"
"1989","Daily News Record - 1989 October 24","24","18049"
"1989","Daily News Record - 1989 October 25","37","18050"
"1989","Daily News Record - 1989 October 26","69","18051"
"1989","Daily News Record - 1989 October 27","71","18052"
"1989","Daily News Record - 1989 October 28","36","18053"
"1989","Daily News Record - 1989 October 30","28","18054"
"1989","Daily News Record - 1989 October 31","24","18055"
"1989","Daily News Record - 1989 November 01","34","18056"
"1989","Daily News Record - 1989 November 02","39","18057"
"1989","Daily News Record - 1989 November 03","64","18058"
"1989","Daily News Record - 1989 November 04","36","18059"
"1989","Daily News Record - 1989 November 06","32","18060"
"1989","Daily News Record - 1989 November 07","24","18061"
"1989","Daily News Record - 1989 November 08","42","18062"
"1989","Daily News Record - 1989 November 09","39","18063"
"1989","Daily News Record - 1989 November 10","64","18064"
"1989","Daily News Record - 1989 November 11","36","18065"
"1989","Daily News Record - 1989 November 13","32","18066"
"1989","Daily News Record - 1989 November 14","24","18067"
"1989","Daily News Record - 1989 November 15","34","18068"
"1989","Daily News Record - 1989 November 16","39","18069"
"1989","Daily News Record - 1989 November 17","63","18070"
"1989","Daily News Record - 1989 November 18","37","18071"
"1989","Daily News Record - 1989 November 20","92","18072"
"1989","Daily News Record - 1989 November 21","24","18073"
"1989","Daily News Record - 1989 November 22","60","18074"
"1989","Daily News Record - 1989 November 24","76","18075"
"1989","Daily News Record - 1989 November 25","34","18076"
"1989","Daily News Record - 1989 November 27","28","18077"
"1989","Daily News Record - 1989 November 28","24","18078"
"1989","Daily News Record - 1989 November 29","35","18079"
"1989","Daily News Record - 1989 November 30","43","18080"
"1989","Daily News Record - 1989 December 01","68","18081"
"1989","Daily News Record - 1989 December 02","36","18082"
"1989","Daily News Record - 1989 December 04","28","18083"
"1989","Daily News Record - 1989 December 05","24","18084"
"1989","Daily News Record - 1989 December 06","35","18085"
"1989","Daily News Record - 1989 December 07","39","18086"
"1989","Daily News Record - 1989 December 08","68","18087"
"1989","Daily News Record - 1989 December 09","34","18088"
"1989","Daily News Record - 1989 December 11","28","18089"
"1989","Daily News Record - 1989 December 12","24","18090"
"1989","Daily News Record - 1989 December 13","37","18091"
"1989","Daily News Record - 1989 December 14","39","18092"
"1989","Daily News Record - 1989 December 15","64","18093"
"1989","Daily News Record - 1989 December 16","34","18094"
"1989","Daily News Record - 1989 December 18","28","18095"
"1989","Daily News Record - 1989 December 19","24","18096"
"1989","Daily News Record - 1989 December 20","38","18097"
"1989","Daily News Record - 1989 December 21","34","18098"
"1989","Daily News Record - 1989 December 22","80","18099"
"1989","Daily News Record - 1989 December 23","32","18100"
"1989","Daily News Record - 1989 December 26","40","18101"
"1989","Daily News Record - 1989 December 27","32","18102"
"1989","Daily News Record - 1989 December 28","32","18103"
"1989","Daily News Record - 1989 December 29","64","18104"
"1989","Daily News Record - 1989 December 30","34","18105"
"1990","Daily News Record - 1990 January 02","24","18106"
"1990","Daily News Record - 1990 January 03","31","18107"
"1990","Daily News Record - 1990 January 04","39","18108"
"1990","Daily News Record - 1990 January 05","52","18109"
"1990","Daily News Record - 1990 January 06","28","18110"
"1990","Daily News Record - 1990 January 08","24","18111"
"1990","Daily News Record - 1990 January 09","24","18112"
"1990","Daily News Record - 1990 January 10","31","18113"
"1990","Daily News Record - 1990 January 11","39","18114"
"1990","Daily News Record - 1990 January 12","56","18115"
"1990","Daily News Record - 1990 January 13","32","18116"
"1990","Daily News Record - 1990 January 15","28","18117"
"1990","Daily News Record - 1990 January 16","24","18118"
"1990","Daily News Record - 1990 January 17","35","18119"
"1990","Daily News Record - 1990 January 18","39","18120"
"1990","Daily News Record - 1990 January 19","56","18121"
"1990","Daily News Record - 1990 January 20","32","18122"
"1990","Daily News Record - 1990 January 22","28","18123"
"1990","Daily News Record - 1990 January 23","24","18124"
"1990","Daily News Record - 1990 January 24","31","18125"
"1990","Daily News Record - 1990 January 25","39","18126"
"1990","Daily News Record - 1990 January 26","60","18127"
"1990","Daily News Record - 1990 January 27","32","18128"
"1990","Daily News Record - 1990 January 29","32","18129"
"1990","Daily News Record - 1990 January 30","24","18130"
"1990","Daily News Record - 1990 January 31","31","18131"
"1990","Daily News Record - 1990 February 01","39","18132"
"1990","Daily News Record - 1990 February 02","56","18133"
"1990","Daily News Record - 1990 February 03","32","18134"
"1990","Daily News Record - 1990 February 05","28","18135"
"1990","Daily News Record - 1990 February 06","24","18136"
"1990","Daily News Record - 1990 February 07","31","18137"
"1990","Daily News Record - 1990 February 08","43","18138"
"1990","Daily News Record - 1990 February 09","60","18139"
"1990","Daily News Record - 1990 February 10","36","18140"
"1990","Daily News Record - 1990 February 12","36","18141"
"1990","Daily News Record - 1990 February 13","24","18142"
"1990","Daily News Record - 1990 February 14","35","18143"
"1990","Daily News Record - 1990 February 15","38","18144"
"1990","Daily News Record - 1990 February 16","36","18145"
"1990","Daily News Record - 1990 February 17","60","18146"
"1990","Daily News Record - 1990 February 19","28","18147"
"1990","Daily News Record - 1990 February 20","24","18148"
"1990","Daily News Record - 1990 February 21","31","18149"
"1990","Daily News Record - 1990 February 22","71","18150"
"1990","Daily News Record - 1990 February 23","36","18151"
"1990","Daily News Record - 1990 February 24","60","18152"
"1990","Daily News Record - 1990 February 26","28","18153"
"1990","Daily News Record - 1990 February 27","24","18154"
"1990","Daily News Record - 1990 February 28","35","18155"
"1990","Daily News Record - 1990 March 01","39","18156"
"1990","Daily News Record - 1990 March 02","60","18157"
"1990","Daily News Record - 1990 March 03","36","18158"
"1990","Daily News Record - 1990 March 05","28","18159"
"1990","Daily News Record - 1990 March 06","24","18160"
"1990","Daily News Record - 1990 March 07","31","18161"
"1990","Daily News Record - 1990 March 08","38","18162"
"1990","Daily News Record - 1990 March 09","60","18163"
"1990","Daily News Record - 1990 March 10","36","18164"
"1990","Daily News Record - 1990 March 12","28","18165"
"1990","Daily News Record - 1990 March 13","27","18166"
"1990","Daily News Record - 1990 March 14","35","18167"
"1990","Daily News Record - 1990 March 15","39","18168"
"1990","Daily News Record - 1990 March 16","64","18169"
"1990","Daily News Record - 1990 March 17","38","18170"
"1990","Daily News Record - 1990 March 19","32","18171"
"1990","Daily News Record - 1990 March 20","28","18172"
"1990","Daily News Record - 1990 March 21","35","18173"
"1990","Daily News Record - 1990 March 22","70","18174"
"1990","Daily News Record - 1990 March 23","60","18175"
"1990","Daily News Record - 1990 March 24","32","18176"
"1990","Daily News Record - 1990 March 26","32","18177"
"1990","Daily News Record - 1990 March 27","24","18178"
"1990","Daily News Record - 1990 March 28","31","18179"
"1990","Daily News Record - 1990 March 29","39","18180"
"1990","Daily News Record - 1990 March 30","64","18181"
"1990","Daily News Record - 1990 March 31","38","18182"
"1990","Daily News Record - 1990 April 02","28","18183"
"1990","Daily News Record - 1990 April 03","24","18184"
"1990","Daily News Record - 1990 April 04","35","18185"
"1990","Daily News Record - 1990 April 05","39","18186"
"1990","Daily News Record - 1990 April 06","72","18187"
"1990","Daily News Record - 1990 April 07","38","18188"
"1990","Daily News Record - 1990 April 09","32","18189"
"1990","Daily News Record - 1990 April 10","24","18190"
"1990","Daily News Record - 1990 April 11","31","18191"
"1990","Daily News Record - 1990 April 12","43","18192"
"1990","Daily News Record - 1990 April 13","68","18193"
"1990","Daily News Record - 1990 April 14","36","18194"
"1990","Daily News Record - 1990 April 16","32","18195"
"1990","Daily News Record - 1990 April 17","28","18196"
"1990","Daily News Record - 1990 April 18","35","18197"
"1990","Daily News Record - 1990 April 19","43","18198"
"1990","Daily News Record - 1990 April 20","68","18199"
"1990","Daily News Record - 1990 April 21","42","18200"
"1990","Daily News Record - 1990 April 23","32","18201"
"1990","Daily News Record - 1990 April 24","28","18202"
"1990","Daily News Record - 1990 April 25","39","18203"
"1990","Daily News Record - 1990 April 26","43","18204"
"1990","Daily News Record - 1990 April 27","64","18205"
"1990","Daily News Record - 1990 April 28","44","18206"
"1990","Daily News Record - 1990 April 30","32","18207"
"1990","Daily News Record - 1990 May 01","24","18208"
"1990","Daily News Record - 1990 May 02","37","18209"
"1990","Daily News Record - 1990 May 03","43","18210"
"1990","Daily News Record - 1990 May 04","64","18211"
"1990","Daily News Record - 1990 May 05","40","18212"
"1990","Daily News Record - 1990 May 07","28","18213"
"1990","Daily News Record - 1990 May 08","28","18214"
"1990","Daily News Record - 1990 May 09","39","18215"
"1990","Daily News Record - 1990 May 10","43","18216"
"1990","Daily News Record - 1990 May 11","64","18217"
"1990","Daily News Record - 1990 May 12","36","18218"
"1990","Daily News Record - 1990 May 14","32","18219"
"1990","Daily News Record - 1990 May 15","28","18220"
"1990","Daily News Record - 1990 May 16","39","18221"
"1990","Daily News Record - 1990 May 17","40","18222"
"1990","Daily News Record - 1990 May 18","68","18223"
"1990","Daily News Record - 1990 May 19","42","18224"
"1990","Daily News Record - 1990 May 21","28","18225"
"1990","Daily News Record - 1990 May 22","24","18226"
"1990","Daily News Record - 1990 May 23","43","18227"
"1990","Daily News Record - 1990 May 24","43","18228"
"1990","Daily News Record - 1990 May 25","167","18229"
"1990","Daily News Record - 1990 May 26","44","18230"
"1990","Daily News Record - 1990 May 29","32","18231"
"1990","Daily News Record - 1990 May 30","36","18232"
"1990","Daily News Record - 1990 May 31","39","18233"
"1990","Daily News Record - 1990 June 01","100","18234"
"1990","Daily News Record - 1990 June 02","36","18235"
"1990","Daily News Record - 1990 June 04","28","18236"
"1990","Daily News Record - 1990 June 05","28","18237"
"1990","Daily News Record - 1990 June 06","35","18238"
"1990","Daily News Record - 1990 June 07","39","18239"
"1990","Daily News Record - 1990 June 08","68","18240"
"1990","Daily News Record - 1990 June 09","36","18241"
"1990","Daily News Record - 1990 June 11","32","18242"
"1990","Daily News Record - 1990 June 12","24","18243"
"1990","Daily News Record - 1990 June 13","35","18244"
"1990","Daily News Record - 1990 June 14","39","18245"
"1990","Daily News Record - 1990 June 15","64","18246"
"1990","Daily News Record - 1990 June 16","38","18247"
"1990","Daily News Record - 1990 June 18","28","18248"
"1990","Daily News Record - 1990 June 19","24","18249"
"1990","Daily News Record - 1990 June 20","35","18250"
"1990","Daily News Record - 1990 June 21","39","18251"
"1990","Daily News Record - 1990 June 22","60","18252"
"1990","Daily News Record - 1990 June 23","36","18253"
"1990","Daily News Record - 1990 June 25","28","18254"
"1990","Daily News Record - 1990 June 26","24","18255"
"1990","Daily News Record - 1990 June 27","35","18256"
"1990","Daily News Record - 1990 June 28","39","18257"
"1990","Daily News Record - 1990 June 29","64","18258"
"1990","Daily News Record - 1990 June 30","39","18259"
"1990","Daily News Record - 1990 July 02","27","18260"
"1990","Daily News Record - 1990 July 03","35","18261"
"1990","Daily News Record - 1990 July 05","38","18262"
"1990","Daily News Record - 1990 July 06","56","18263"
"1990","Daily News Record - 1990 July 07","32","18264"
"1990","Daily News Record - 1990 July 09","28","18265"
"1990","Daily News Record - 1990 July 10","24","18266"
"1990","Daily News Record - 1990 July 11","31","18267"
"1990","Daily News Record - 1990 July 12","35","18268"
"1990","Daily News Record - 1990 July 13","60","18269"
"1990","Daily News Record - 1990 July 14","36","18270"
"1990","Daily News Record - 1990 July 16","28","18271"
"1990","Daily News Record - 1990 July 17","24","18272"
"1990","Daily News Record - 1990 July 18","34","18273"
"1990","Daily News Record - 1990 July 19","35","18274"
"1990","Daily News Record - 1990 July 20","64","18275"
"1990","Daily News Record - 1990 July 21","39","18276"
"1990","Daily News Record - 1990 July 23","28","18277"
"1990","Daily News Record - 1990 July 24","23","18278"
"1990","Daily News Record - 1990 July 25","35","18279"
"1990","Daily News Record - 1990 July 26","39","18280"
"1990","Daily News Record - 1990 July 27","60","18281"
"1990","Daily News Record - 1990 July 28","38","18282"
"1990","Daily News Record - 1990 July 30","28","18283"
"1990","Daily News Record - 1990 July 31","24","18284"
"1990","Daily News Record - 1990 August 01","35","18285"
"1990","Daily News Record - 1990 August 02","34","18286"
"1990","Daily News Record - 1990 August 03","60","18287"
"1990","Daily News Record - 1990 August 04","36","18288"
"1990","Daily News Record - 1990 August 06","24","18289"
"1990","Daily News Record - 1990 August 07","24","18290"
"1990","Daily News Record - 1990 August 08","31","18291"
"1990","Daily News Record - 1990 August 09","34","18292"
"1990","Daily News Record - 1990 August 10","64","18293"
"1990","Daily News Record - 1990 August 11","42","18294"
"1990","Daily News Record - 1990 August 13","28","18295"
"1990","Daily News Record - 1990 August 14","23","18296"
"1990","Daily News Record - 1990 August 15","31","18297"
"1990","Daily News Record - 1990 August 16","35","18298"
"1990","Daily News Record - 1990 August 17","60","18299"
"1990","Daily News Record - 1990 August 18","38","18300"
"1990","Daily News Record - 1990 August 20","28","18301"
"1990","Daily News Record - 1990 August 21","24","18302"
"1990","Daily News Record - 1990 August 22","38","18303"
"1990","Daily News Record - 1990 August 23","39","18304"
"1990","Daily News Record - 1990 August 24","64","18305"
"1990","Daily News Record - 1990 August 25","42","18306"
"1990","Daily News Record - 1990 August 27","32","18307"
"1990","Daily News Record - 1990 August 28","24","18308"
"1990","Daily News Record - 1990 August 29","37","18309"
"1990","Daily News Record - 1990 August 30","39","18310"
"1990","Daily News Record - 1990 August 31","104","18311"
"1990","Daily News Record - 1990 September 01","41","18312"
"1990","Daily News Record - 1990 September 04","28","18313"
"1990","Daily News Record - 1990 September 05","31","18314"
"1990","Daily News Record - 1990 September 06","39","18315"
"1990","Daily News Record - 1990 September 07","60","18316"
"1990","Daily News Record - 1990 September 08","36","18317"
"1990","Daily News Record - 1990 September 10","28","18318"
"1990","Daily News Record - 1990 September 11","26","18319"
"1990","Daily News Record - 1990 September 12","31","18320"
"1990","Daily News Record - 1990 September 13","35","18321"
"1990","Daily News Record - 1990 September 14","60","18322"
"1990","Daily News Record - 1990 September 15","40","18323"
"1990","Daily News Record - 1990 September 17","32","18324"
"1990","Daily News Record - 1990 September 18","24","18325"
"1990","Daily News Record - 1990 September 19","37","18326"
"1990","Daily News Record - 1990 September 20","35","18327"
"1990","Daily News Record - 1990 September 21","60","18328"
"1990","Daily News Record - 1990 September 22","36","18329"
"1990","Daily News Record - 1990 September 24","28","18330"
"1990","Daily News Record - 1990 September 25","24","18331"
"1990","Daily News Record - 1990 September 26","31","18332"
"1990","Daily News Record - 1990 September 27","38","18333"
"1990","Daily News Record - 1990 September 28","80","18334"
"1990","Daily News Record - 1990 September 29","40","18335"
"1990","Daily News Record - 1990 October 01","28","18336"
"1990","Daily News Record - 1990 October 02","24","18337"
"1990","Daily News Record - 1990 October 03","35","18338"
"1990","Daily News Record - 1990 October 04","43","18339"
"1990","Daily News Record - 1990 October 05","60","18340"
"1990","Daily News Record - 1990 October 06","37","18341"
"1990","Daily News Record - 1990 October 08","28","18342"
"1990","Daily News Record - 1990 October 09","23","18343"
"1990","Daily News Record - 1990 October 10","31","18344"
"1990","Daily News Record - 1990 October 11","35","18345"
"1990","Daily News Record - 1990 October 12","56","18346"
"1990","Daily News Record - 1990 October 13","36","18347"
"1990","Daily News Record - 1990 October 15","28","18348"
"1990","Daily News Record - 1990 October 16","24","18349"
"1990","Daily News Record - 1990 October 17","35","18350"
"1990","Daily News Record - 1990 October 18","74","18351"
"1990","Daily News Record - 1990 October 19","64","18352"
"1990","Daily News Record - 1990 October 20","36","18353"
"1990","Daily News Record - 1990 October 22","28","18354"
"1990","Daily News Record - 1990 October 23","24","18355"
"1990","Daily News Record - 1990 October 24","31","18356"
"1990","Daily News Record - 1990 October 25","59","18357"
"1990","Daily News Record - 1990 October 26","64","18358"
"1990","Daily News Record - 1990 October 27","36","18359"
"1990","Daily News Record - 1990 October 29","28","18360"
"1990","Daily News Record - 1990 October 30","24","18361"
"1990","Daily News Record - 1990 October 31","35","18362"
"1990","Daily News Record - 1990 November 01","31","18363"
"1990","Daily News Record - 1990 November 02","64","18364"
"1990","Daily News Record - 1990 November 03","32","18365"
"1990","Daily News Record - 1990 November 05","28","18366"
"1990","Daily News Record - 1990 November 06","24","18367"
"1990","Daily News Record - 1990 November 07","35","18368"
"1990","Daily News Record - 1990 November 08","35","18369"
"1990","Daily News Record - 1990 November 09","60","18370"
"1990","Daily News Record - 1990 November 10","38","18371"
"1990","Daily News Record - 1990 November 12","28","18372"
"1990","Daily News Record - 1990 November 13","24","18373"
"1990","Daily News Record - 1990 November 14","38","18374"
"1990","Daily News Record - 1990 November 15","35","18375"
"1990","Daily News Record - 1990 November 16","60","18376"
"1990","Daily News Record - 1990 November 17","38","18377"
"1990","Daily News Record - 1990 November 19","83","18378"
"1990","Daily News Record - 1990 November 20","22","18379"
"1990","Daily News Record - 1990 November 21","60","18380"
"1990","Daily News Record - 1990 November 23","68","18381"
"1990","Daily News Record - 1990 November 24","34","18382"
"1990","Daily News Record - 1990 November 26","28","18383"
"1990","Daily News Record - 1990 November 27","24","18384"
"1990","Daily News Record - 1990 November 28","37","18385"
"1990","Daily News Record - 1990 November 29","31","18386"
"1990","Daily News Record - 1990 November 30","64","18387"
"1990","Daily News Record - 1990 December 01","38","18388"
"1990","Daily News Record - 1990 December 03","28","18389"
"1990","Daily News Record - 1990 December 04","23","18390"
"1990","Daily News Record - 1990 December 05","31","18391"
"1990","Daily News Record - 1990 December 06","35","18392"
"1990","Daily News Record - 1990 December 07","72","18393"
"1990","Daily News Record - 1990 December 08","32","18394"
"1990","Daily News Record - 1990 December 10","28","18395"
"1990","Daily News Record - 1990 December 11","24","18396"
"1990","Daily News Record - 1990 December 12","31","18397"
"1990","Daily News Record - 1990 December 13","35","18398"
"1990","Daily News Record - 1990 December 14","64","18399"
"1990","Daily News Record - 1990 December 15","35","18400"
"1990","Daily News Record - 1990 December 17","28","18401"
"1990","Daily News Record - 1990 December 18","24","18402"
"1990","Daily News Record - 1990 December 19","36","18403"
"1990","Daily News Record - 1990 December 20","31","18404"
"1990","Daily News Record - 1990 December 21","60","18405"
"1990","Daily News Record - 1990 December 22","56","18406"
"1990","Daily News Record - 1990 December 24","24","18407"
"1990","Daily News Record - 1990 December 26","35","18408"
"1990","Daily News Record - 1990 December 27","28","18409"
"1990","Daily News Record - 1990 December 28","52","18410"
"1990","Daily News Record - 1990 December 29","28","18411"
"1990","Daily News Record - 1990 December 31","28","18412"
