"year","news","pages","sort"
"2008","Daily News Record - 2008 January 19","46","22934"
"2008","Daily News Record - 2008 January 21","24","22935"
"2008","Daily News Record - 2008 January 22","24","22936"
"2008","Daily News Record - 2008 January 23","32","22937"
"2008","Daily News Record - 2008 January 24","52","22938"
"2008","Daily News Record - 2008 January 25","80","22939"
"2008","Daily News Record - 2008 January 26","52","22940"
"2008","Daily News Record - 2008 January 28","24","22941"
"2008","Daily News Record - 2008 January 29","24","22942"
"2008","Daily News Record - 2008 January 30","32","22943"
"2008","Daily News Record - 2008 January 31","67","22944"
"2008","Daily News Record - 2008 February 01","48","22945"
"2008","Daily News Record - 2008 February 02","46","22946"
"2008","Daily News Record - 2008 February 04","35","22947"
"2008","Daily News Record - 2008 February 05","28","22948"
"2008","Daily News Record - 2008 February 06","32","22949"
"2008","Daily News Record - 2008 February 07","63","22950"
"2008","Daily News Record - 2008 February 08","52","22951"
"2008","Daily News Record - 2008 February 09","52","22952"
"2008","Daily News Record - 2008 February 11","28","22953"
"2008","Daily News Record - 2008 February 12","40","22954"
"2008","Daily News Record - 2008 February 13","32","22955"
"2008","Daily News Record - 2008 February 14","47","22956"
"2008","Daily News Record - 2008 February 15","52","22957"
"2008","Daily News Record - 2008 February 16","48","22958"
"2008","Daily News Record - 2008 February 18","28","22959"
"2008","Daily News Record - 2008 February 19","24","22960"
"2008","Daily News Record - 2008 February 20","32","22961"
"2008","Daily News Record - 2008 February 21","55","22962"
"2008","Daily News Record - 2008 February 22","80","22963"
"2008","Daily News Record - 2008 February 23","48","22964"
"2008","Daily News Record - 2008 February 25","28","22965"
"2008","Daily News Record - 2008 February 26","28","22966"
"2008","Daily News Record - 2008 February 27","32","22967"
"2008","Daily News Record - 2008 February 28","63","22968"
"2008","Daily News Record - 2008 February 29","48","22969"
"2008","Daily News Record - 2008 March 01","46","22970"
"2008","Daily News Record - 2008 March 03","36","22971"
"2008","Daily News Record - 2008 March 04","28","22972"
"2008","Daily News Record - 2008 March 05","32","22973"
"2008","Daily News Record - 2008 March 06","39","22974"
"2008","Daily News Record - 2008 March 07","82","22975"
"2008","Daily News Record - 2008 March 08","48","22976"
"2008","Daily News Record - 2008 March 10","28","22977"
"2008","Daily News Record - 2008 March 11","32","22978"
"2008","Daily News Record - 2008 March 12","32","22979"
"2008","Daily News Record - 2008 March 13","43","22980"
"2008","Daily News Record - 2008 March 14","63","22981"
"2008","Daily News Record - 2008 March 15","50","22982"
"2008","Daily News Record - 2008 March 17","28","22983"
"2008","Daily News Record - 2008 March 18","28","22984"
"2008","Daily News Record - 2008 March 19","32","22985"
"2008","Daily News Record - 2008 March 20","86","22986"
"2008","Daily News Record - 2008 March 21","48","22987"
"2008","Daily News Record - 2008 March 22","48","22988"
"2008","Daily News Record - 2008 March 24","28","22989"
"2008","Daily News Record - 2008 March 25","26","22990"
"2008","Daily News Record - 2008 March 26","32","22991"
"2008","Daily News Record - 2008 March 27","67","22992"
"2008","Daily News Record - 2008 March 28","80","22993"
"2008","Daily News Record - 2008 March 29","48","22994"
"2008","Daily News Record - 2008 March 31","24","22995"
"2008","Daily News Record - 2008 April 01","28","22996"
"2008","Daily News Record - 2008 April 02","32","22997"
"2008","Daily News Record - 2008 April 03","43","22998"
"2008","Daily News Record - 2008 April 04","60","22999"
"2008","Daily News Record - 2008 April 05","46","23000"
"2008","Daily News Record - 2008 April 07","36","23001"
"2008","Daily News Record - 2008 April 08","36","23002"
"2008","Daily News Record - 2008 April 09","28","23003"
"2008","Daily News Record - 2008 April 10","38","23004"
"2008","Daily News Record - 2008 April 11","48","23005"
"2008","Daily News Record - 2008 April 12","48","23006"
"2008","Daily News Record - 2008 April 14","28","23007"
"2008","Daily News Record - 2008 April 15","28","23008"
"2008","Daily News Record - 2008 April 16","32","23009"
"2008","Daily News Record - 2008 April 17","70","23010"
"2008","Daily News Record - 2008 April 18","52","23011"
"2008","Daily News Record - 2008 April 19","50","23012"
"2008","Daily News Record - 2008 April 21","24","23013"
"2008","Daily News Record - 2008 April 22","28","23014"
"2008","Daily News Record - 2008 April 23","32","23015"
"2008","Daily News Record - 2008 April 24","67","23016"
"2008","Daily News Record - 2008 April 25","92","23017"
"2008","Daily News Record - 2008 April 26","52","23018"
"2008","Daily News Record - 2008 April 28","28","23019"
"2008","Daily News Record - 2008 April 29","24","23020"
"2008","Daily News Record - 2008 April 30","32","23021"
"2008","Daily News Record - 2008 May 01","39","23022"
"2008","Daily News Record - 2008 May 02","52","23023"
"2008","Daily News Record - 2008 May 03","48","23024"
"2008","Daily News Record - 2008 May 05","35","23025"
"2008","Daily News Record - 2008 May 06","32","23026"
"2008","Daily News Record - 2008 May 07","40","23027"
"2008","Daily News Record - 2008 May 08","43","23028"
"2008","Daily News Record - 2008 May 09","72","23029"
"2008","Daily News Record - 2008 May 10","50","23030"
"2008","Daily News Record - 2008 May 12","32","23031"
"2008","Daily News Record - 2008 May 13","28","23032"
"2008","Daily News Record - 2008 May 14","28","23033"
"2008","Daily News Record - 2008 May 15","56","23034"
"2008","Daily News Record - 2008 May 16","48","23035"
"2008","Daily News Record - 2008 May 17","46","23036"
"2008","Daily News Record - 2008 May 19","24","23037"
"2008","Daily News Record - 2008 May 20","28","23038"
"2008","Daily News Record - 2008 May 21","28","23039"
"2008","Daily News Record - 2008 May 22","39","23040"
"2008","Daily News Record - 2008 May 23","108","23041"
"2008","Daily News Record - 2008 May 24","48","23042"
"2008","Daily News Record - 2008 May 27","28","23043"
"2008","Daily News Record - 2008 May 28","24","23044"
"2008","Daily News Record - 2008 May 29","40","23045"
"2008","Daily News Record - 2008 May 30","80","23046"
"2008","Daily News Record - 2008 May 31","44","23047"
"2008","Daily News Record - 2008 June 01","24","23048"
"2008","Daily News Record - 2008 June 02","36","23049"
"2008","Daily News Record - 2008 June 03","28","23050"
"2008","Daily News Record - 2008 June 04","24","23051"
"2008","Daily News Record - 2008 June 05","39","23052"
"2008","Daily News Record - 2008 June 06","76","23053"
"2008","Daily News Record - 2008 June 07","46","23054"
"2008","Daily News Record - 2008 June 09","28","23055"
"2008","Daily News Record - 2008 June 10","36","23056"
"2008","Daily News Record - 2008 June 11","28","23057"
"2008","Daily News Record - 2008 June 12","44","23058"
"2008","Daily News Record - 2008 June 13","76","23059"
"2008","Daily News Record - 2008 June 14","46","23060"
"2008","Daily News Record - 2008 June 16","24","23061"
"2008","Daily News Record - 2008 June 17","24","23062"
"2008","Daily News Record - 2008 June 18","24","23063"
"2008","Daily News Record - 2008 June 19","55","23064"
"2008","Daily News Record - 2008 June 20","52","23065"
"2008","Daily News Record - 2008 June 21","46","23066"
"2008","Daily News Record - 2008 June 23","24","23067"
"2008","Daily News Record - 2008 June 24","24","23068"
"2008","Daily News Record - 2008 June 25","32","23069"
"2008","Daily News Record - 2008 June 26","63","23070"
"2008","Daily News Record - 2008 June 27","84","23071"
"2008","Daily News Record - 2008 June 28","47","23072"
"2008","Daily News Record - 2008 June 30","24","23073"
"2008","Daily News Record - 2008 July 01","28","23074"
"2008","Daily News Record - 2008 July 02","34","23075"
"2008","Daily News Record - 2008 July 03","64","23076"
"2008","Daily News Record - 2008 July 05","47","23077"
"2008","Daily News Record - 2008 July 07","24","23078"
"2008","Daily News Record - 2008 July 08","32","23079"
"2008","Daily News Record - 2008 July 09","28","23080"
"2008","Daily News Record - 2008 July 10","39","23081"
"2008","Daily News Record - 2008 July 11","60","23082"
"2008","Daily News Record - 2008 July 12","48","23083"
"2008","Daily News Record - 2008 July 14","24","23084"
"2008","Daily News Record - 2008 July 15","24","23085"
"2008","Daily News Record - 2008 July 16","28","23086"
"2008","Daily News Record - 2008 July 17","55","23087"
"2008","Daily News Record - 2008 July 18","48","23088"
"2008","Daily News Record - 2008 July 19","48","23089"
"2008","Daily News Record - 2008 July 21","24","23090"
"2008","Daily News Record - 2008 July 22","24","23091"
"2008","Daily News Record - 2008 July 23","24","23092"
"2008","Daily News Record - 2008 July 24","52","23093"
"2008","Daily News Record - 2008 July 25","79","23094"
"2008","Daily News Record - 2008 July 26","46","23095"
"2008","Daily News Record - 2008 July 28","24","23096"
"2008","Daily News Record - 2008 July 29","27","23097"
"2008","Daily News Record - 2008 July 30","28","23098"
"2008","Daily News Record - 2008 July 31","91","23099"
"2008","Daily News Record - 2008 August 01","52","23100"
"2008","Daily News Record - 2008 August 02","52","23101"
"2008","Daily News Record - 2008 August 04","35","23102"
"2008","Daily News Record - 2008 August 05","24","23103"
"2008","Daily News Record - 2008 August 06","28","23104"
"2008","Daily News Record - 2008 August 07","40","23105"
"2008","Daily News Record - 2008 August 08","68","23106"
"2008","Daily News Record - 2008 August 09","48","23107"
"2008","Daily News Record - 2008 August 11","24","23108"
"2008","Daily News Record - 2008 August 12","32","23109"
"2008","Daily News Record - 2008 August 13","28","23110"
"2008","Daily News Record - 2008 August 14","39","23111"
"2008","Daily News Record - 2008 August 15","48","23112"
"2008","Daily News Record - 2008 August 16","48","23113"
"2008","Daily News Record - 2008 August 18","24","23114"
"2008","Daily News Record - 2008 August 19","24","23115"
"2008","Daily News Record - 2008 August 20","27","23116"
"2008","Daily News Record - 2008 August 21","56","23117"
"2008","Daily News Record - 2008 August 22","96","23118"
"2008","Daily News Record - 2008 August 23","46","23119"
"2008","Daily News Record - 2008 August 25","24","23120"
"2008","Daily News Record - 2008 August 26","24","23121"
"2008","Daily News Record - 2008 August 27","28","23122"
"2008","Daily News Record - 2008 August 28","67","23123"
"2008","Daily News Record - 2008 August 29","120","23124"
"2008","Daily News Record - 2008 August 30","48","23125"
"2008","Daily News Record - 2008 September 02","30","23126"
"2008","Daily News Record - 2008 September 03","24","23127"
"2008","Daily News Record - 2008 September 04","39","23128"
"2008","Daily News Record - 2008 September 05","48","23129"
"2008","Daily News Record - 2008 September 06","50","23130"
"2008","Daily News Record - 2008 September 08","24","23131"
"2008","Daily News Record - 2008 September 09","32","23132"
"2008","Daily News Record - 2008 September 10","28","23133"
"2008","Daily News Record - 2008 September 11","35","23134"
"2008","Daily News Record - 2008 September 12","79","23135"
"2008","Daily News Record - 2008 September 13","50","23136"
"2008","Daily News Record - 2008 September 15","24","23137"
"2008","Daily News Record - 2008 September 16","24","23138"
"2008","Daily News Record - 2008 September 17","28","23139"
"2008","Daily News Record - 2008 September 18","55","23140"
"2008","Daily News Record - 2008 September 19","48","23141"
"2008","Daily News Record - 2008 September 20","54","23142"
"2008","Daily News Record - 2008 September 22","24","23143"
"2008","Daily News Record - 2008 September 23","24","23144"
"2008","Daily News Record - 2008 September 24","28","23145"
"2008","Daily News Record - 2008 September 25","48","23146"
"2008","Daily News Record - 2008 September 26","80","23147"
"2008","Daily News Record - 2008 September 27","44","23148"
"2008","Daily News Record - 2008 September 29","24","23149"
"2008","Daily News Record - 2008 September 30","24","23150"
"2008","Daily News Record - 2008 October 01","48","23151"
"2008","Daily News Record - 2008 October 02","35","23152"
"2008","Daily News Record - 2008 October 03","68","23153"
"2008","Daily News Record - 2008 October 04","50","23154"
"2008","Daily News Record - 2008 October 06","32","23155"
"2008","Daily News Record - 2008 October 07","24","23156"
"2008","Daily News Record - 2008 October 08","24","23157"
"2008","Daily News Record - 2008 October 09","50","23158"
"2008","Daily News Record - 2008 October 10","72","23159"
"2008","Daily News Record - 2008 October 11","46","23160"
"2008","Daily News Record - 2008 October 13","24","23161"
"2008","Daily News Record - 2008 October 14","36","23162"
"2008","Daily News Record - 2008 October 15","24","23163"
"2008","Daily News Record - 2008 October 16","51","23164"
"2008","Daily News Record - 2008 October 17","63","23165"
"2008","Daily News Record - 2008 October 18","48","23166"
"2008","Daily News Record - 2008 October 20","24","23167"
"2008","Daily News Record - 2008 October 21","24","23168"
"2008","Daily News Record - 2008 October 22","28","23169"
"2008","Daily News Record - 2008 October 23","39","23170"
"2008","Daily News Record - 2008 October 24","84","23171"
"2008","Daily News Record - 2008 October 25","44","23172"
"2008","Daily News Record - 2008 October 27","24","23173"
"2008","Daily News Record - 2008 October 28","24","23174"
"2008","Daily News Record - 2008 October 29","32","23175"
"2008","Daily News Record - 2008 October 30","63","23176"
"2008","Daily News Record - 2008 October 31","52","23177"
"2008","Daily News Record - 2008 November 01","48","23178"
"2008","Daily News Record - 2008 November 03","36","23179"
"2008","Daily News Record - 2008 November 04","24","23180"
"2008","Daily News Record - 2008 November 05","28","23181"
"2008","Daily News Record - 2008 November 06","35","23182"
"2008","Daily News Record - 2008 November 07","48","23183"
"2008","Daily News Record - 2008 November 08","44","23184"
"2008","Daily News Record - 2008 November 10","24","23185"
"2008","Daily News Record - 2008 November 11","32","23186"
"2008","Daily News Record - 2008 November 12","28","23187"
"2008","Daily News Record - 2008 November 13","35","23188"
"2008","Daily News Record - 2008 November 14","60","23189"
"2008","Daily News Record - 2008 November 15","46","23190"
"2008","Daily News Record - 2008 November 17","24","23191"
"2008","Daily News Record - 2008 November 18","24","23192"
"2008","Daily News Record - 2008 November 19","24","23193"
"2008","Daily News Record - 2008 November 20","55","23194"
"2008","Daily News Record - 2008 November 21","72","23195"
"2008","Daily News Record - 2008 November 22","40","23196"
"2008","Daily News Record - 2008 November 24","56","23197"
"2008","Daily News Record - 2008 November 25","24","23198"
"2008","Daily News Record - 2008 November 26","48","23199"
"2008","Daily News Record - 2008 November 28","59","23200"
"2008","Daily News Record - 2008 November 29","40","23201"
"2008","Daily News Record - 2008 December 01","56","23202"
"2008","Daily News Record - 2008 December 02","24","23203"
"2008","Daily News Record - 2008 December 03","24","23204"
"2008","Daily News Record - 2008 December 04","36","23205"
"2008","Daily News Record - 2008 December 05","48","23206"
"2008","Daily News Record - 2008 December 06","40","23207"
"2008","Daily News Record - 2008 December 08","24","23208"
"2008","Daily News Record - 2008 December 09","32","23209"
"2008","Daily News Record - 2008 December 10","24","23210"
"2008","Daily News Record - 2008 December 11","35","23211"
"2008","Daily News Record - 2008 December 12","60","23212"
"2008","Daily News Record - 2008 December 13","44","23213"
"2008","Daily News Record - 2008 December 15","24","23214"
"2008","Daily News Record - 2008 December 16","28","23215"
"2008","Daily News Record - 2008 December 17","26","23216"
"2008","Daily News Record - 2008 December 18","51","23217"
"2008","Daily News Record - 2008 December 19","68","23218"
"2008","Daily News Record - 2008 December 20","34","23219"
"2008","Daily News Record - 2008 December 22","24","23220"
"2008","Daily News Record - 2008 December 23","20","23221"
"2008","Daily News Record - 2008 December 24","24","23222"
"2008","Daily News Record - 2008 December 26","83","23223"
"2008","Daily News Record - 2008 December 27","34","23224"
"2008","Daily News Record - 2008 December 29","27","23225"
"2008","Daily News Record - 2008 December 30","20","23226"
"2008","Daily News Record - 2008 December 31","24","23227"
"2009","Daily News Record - 2009 January 02","44","23228"
"2009","Daily News Record - 2009 January 03","34","23229"
"2009","Daily News Record - 2009 January 05","28","23230"
"2009","Daily News Record - 2009 January 06","20","23231"
"2009","Daily News Record - 2009 January 07","20","23232"
"2009","Daily News Record - 2009 January 08","20","23233"
"2009","Daily News Record - 2009 January 09","48","23234"
"2009","Daily News Record - 2009 January 10","34","23235"
"2009","Daily News Record - 2009 January 12","20","23236"
"2009","Daily News Record - 2009 January 13","20","23237"
"2009","Daily News Record - 2009 January 14","20","23238"
"2009","Daily News Record - 2009 January 15","40","23239"
"2009","Daily News Record - 2009 January 16","48","23240"
"2009","Daily News Record - 2009 January 17","34","23241"
"2009","Daily News Record - 2009 January 19","20","23242"
"2009","Daily News Record - 2009 January 20","24","23243"
"2009","Daily News Record - 2009 January 21","30","23244"
"2009","Daily News Record - 2009 January 22","20","23245"
"2009","Daily News Record - 2009 January 23","72","23246"
"2009","Daily News Record - 2009 January 24","41","23247"
"2009","Daily News Record - 2009 January 26","20","23248"
"2009","Daily News Record - 2009 January 27","20","23249"
"2009","Daily News Record - 2009 January 28","24","23250"
"2009","Daily News Record - 2009 January 29","44","23251"
"2009","Daily News Record - 2009 January 30","56","23252"
"2009","Daily News Record - 2009 January 31","34","23253"
"2009","Daily News Record - 2009 February 02","32","23254"
"2009","Daily News Record - 2009 February 03","20","23255"
"2009","Daily News Record - 2009 February 04","28","23256"
"2009","Daily News Record - 2009 February 05","24","23257"
"2009","Daily News Record - 2009 February 06","51","23258"
"2009","Daily News Record - 2009 February 07","42","23259"
"2009","Daily News Record - 2009 February 09","20","23260"
"2009","Daily News Record - 2009 February 10","24","23261"
"2009","Daily News Record - 2009 February 11","24","23262"
"2009","Daily News Record - 2009 February 12","24","23263"
"2009","Daily News Record - 2009 February 13","68","23264"
"2009","Daily News Record - 2009 February 14","42","23265"
"2009","Daily News Record - 2009 February 16","20","23266"
"2009","Daily News Record - 2009 February 17","20","23267"
"2009","Daily News Record - 2009 February 18","28","23268"
"2009","Daily News Record - 2009 February 19","40","23269"
"2009","Daily News Record - 2009 February 20","52","23270"
"2009","Daily News Record - 2009 February 21","38","23271"
"2009","Daily News Record - 2009 February 23","27","23272"
"2009","Daily News Record - 2009 February 24","20","23273"
"2009","Daily News Record - 2009 February 25","24","23274"
"2009","Daily News Record - 2009 February 26","48","23275"
"2009","Daily News Record - 2009 February 27","83","23276"
"2009","Daily News Record - 2009 February 28","38","23277"
"2009","Daily News Record - 2009 March 02","32","23278"
"2009","Daily News Record - 2009 March 03","24","23279"
"2009","Daily News Record - 2009 March 04","24","23280"
"2009","Daily News Record - 2009 March 05","24","23281"
"2009","Daily News Record - 2009 March 06","48","23282"
"2009","Daily News Record - 2009 March 07","38","23283"
"2009","Daily News Record - 2009 March 09","24","23284"
"2009","Daily News Record - 2009 March 10","20","23285"
"2009","Daily News Record - 2009 March 11","24","23286"
"2009","Daily News Record - 2009 March 12","24","23287"
"2009","Daily News Record - 2009 March 13","52","23288"
"2009","Daily News Record - 2009 March 14","38","23289"
"2009","Daily News Record - 2009 March 16","24","23290"
"2009","Daily News Record - 2009 March 17","24","23291"
"2009","Daily News Record - 2009 March 18","24","23292"
"2009","Daily News Record - 2009 March 19","40","23293"
"2009","Daily News Record - 2009 March 20","67","23294"
"2009","Daily News Record - 2009 March 21","38","23295"
"2009","Daily News Record - 2009 March 23","24","23296"
"2009","Daily News Record - 2009 March 24","20","23297"
"2009","Daily News Record - 2009 March 25","24","23298"
"2009","Daily News Record - 2009 March 26","44","23299"
"2009","Daily News Record - 2009 March 27","80","23300"
"2009","Daily News Record - 2009 March 28","38","23301"
"2009","Daily News Record - 2009 March 30","24","23302"
"2009","Daily News Record - 2009 March 31","24","23303"
"2009","Daily News Record - 2009 April 01","28","23304"
"2009","Daily News Record - 2009 April 02","24","23305"
"2009","Daily News Record - 2009 April 03","64","23306"
"2009","Daily News Record - 2009 April 04","38","23307"
"2009","Daily News Record - 2009 April 06","24","23308"
"2009","Daily News Record - 2009 April 07","24","23309"
"2009","Daily News Record - 2009 April 08","28","23310"
"2009","Daily News Record - 2009 April 09","24","23311"
"2009","Daily News Record - 2009 April 10","64","23312"
"2009","Daily News Record - 2009 April 11","40","23313"
"2009","Daily News Record - 2009 April 13","32","23314"
"2009","Daily News Record - 2009 April 14","24","23315"
"2009","Daily News Record - 2009 April 15","28","23316"
"2009","Daily News Record - 2009 April 16","40","23317"
"2009","Daily News Record - 2009 April 17","64","23318"
"2009","Daily News Record - 2009 April 18","40","23319"
"2009","Daily News Record - 2009 April 20","24","23320"
"2009","Daily News Record - 2009 April 21","20","23321"
"2009","Daily News Record - 2009 April 22","32","23322"
"2009","Daily News Record - 2009 April 23","28","23323"
"2009","Daily News Record - 2009 April 24","92","23324"
"2009","Daily News Record - 2009 April 25","38","23325"
"2009","Daily News Record - 2009 April 27","24","23326"
"2009","Daily News Record - 2009 April 28","24","23327"
"2009","Daily News Record - 2009 April 29","28","23328"
"2009","Daily News Record - 2009 April 30","44","23329"
"2009","Daily News Record - 2009 May 01","40","23330"
"2009","Daily News Record - 2009 May 02","42","23331"
"2009","Daily News Record - 2009 May 04","32","23332"
"2009","Daily News Record - 2009 May 05","24","23333"
"2009","Daily News Record - 2009 May 06","32","23334"
"2009","Daily News Record - 2009 May 07","24","23335"
"2009","Daily News Record - 2009 May 08","44","23336"
"2009","Daily News Record - 2009 May 09","38","23337"
"2009","Daily News Record - 2009 May 11","24","23338"
"2009","Daily News Record - 2009 May 12","20","23339"
"2009","Daily News Record - 2009 May 13","24","23340"
"2009","Daily News Record - 2009 May 14","24","23341"
"2009","Daily News Record - 2009 May 15","44","23342"
"2009","Daily News Record - 2009 May 16","38","23343"
"2009","Daily News Record - 2009 May 18","24","23344"
"2009","Daily News Record - 2009 May 19","24","23345"
"2009","Daily News Record - 2009 May 20","24","23346"
"2009","Daily News Record - 2009 May 21","44","23347"
"2009","Daily News Record - 2009 May 22","96","23348"
"2009","Daily News Record - 2009 May 23","38","23349"
"2009","Daily News Record - 2009 May 26","24","23350"
"2009","Daily News Record - 2009 May 27","23","23351"
"2009","Daily News Record - 2009 May 28","24","23352"
"2009","Daily News Record - 2009 May 29","68","23353"
"2009","Daily News Record - 2009 May 30","38","23354"
"2009","Daily News Record - 2009 June 01","32","23355"
"2009","Daily News Record - 2009 June 02","24","23356"
"2009","Daily News Record - 2009 June 03","24","23357"
"2009","Daily News Record - 2009 June 04","28","23358"
"2009","Daily News Record - 2009 June 05","40","23359"
"2009","Daily News Record - 2009 June 06","40","23360"
"2009","Daily News Record - 2009 June 08","20","23361"
"2009","Daily News Record - 2009 June 09","24","23362"
"2009","Daily News Record - 2009 June 10","24","23363"
"2009","Daily News Record - 2009 June 11","52","23364"
"2009","Daily News Record - 2009 June 12","56","23365"
"2009","Daily News Record - 2009 June 13","40","23366"
"2009","Daily News Record - 2009 June 15","40","23367"
"2009","Daily News Record - 2009 June 16","24","23368"
"2009","Daily News Record - 2009 June 17","24","23369"
"2009","Daily News Record - 2009 June 18","44","23370"
"2009","Daily News Record - 2009 June 19","44","23371"
"2009","Daily News Record - 2009 June 20","40","23372"
"2009","Daily News Record - 2009 June 22","24","23373"
"2009","Daily News Record - 2009 June 23","20","23374"
"2009","Daily News Record - 2009 June 24","24","23375"
"2009","Daily News Record - 2009 June 25","24","23376"
"2009","Daily News Record - 2009 June 26","68","23377"
"2009","Daily News Record - 2009 June 27","39","23378"
"2009","Daily News Record - 2009 June 29","24","23379"
"2009","Daily News Record - 2009 June 30","20","23380"
"2009","Daily News Record - 2009 July 01","24","23381"
"2009","Daily News Record - 2009 July 02","28","23382"
"2009","Daily News Record - 2009 July 03","52","23383"
"2009","Daily News Record - 2009 July 06","26","23384"
"2009","Daily News Record - 2009 July 07","24","23385"
"2009","Daily News Record - 2009 July 08","24","23386"
"2009","Daily News Record - 2009 July 09","24","23387"
"2009","Daily News Record - 2009 July 10","40","23388"
"2009","Daily News Record - 2009 July 11","40","23389"
"2009","Daily News Record - 2009 July 13","20","23390"
"2009","Daily News Record - 2009 July 14","24","23391"
"2009","Daily News Record - 2009 July 15","24","23392"
"2009","Daily News Record - 2009 July 16","44","23393"
"2009","Daily News Record - 2009 July 17","40","23394"
"2009","Daily News Record - 2009 July 18","40","23395"
"2009","Daily News Record - 2009 July 20","24","23396"
"2009","Daily News Record - 2009 July 21","24","23397"
"2009","Daily News Record - 2009 July 22","40","23398"
"2009","Daily News Record - 2009 July 23","24","23399"
"2009","Daily News Record - 2009 July 24","64","23400"
"2009","Daily News Record - 2009 July 25","40","23401"
"2009","Daily News Record - 2009 July 27","40","23402"
"2009","Daily News Record - 2009 July 28","24","23403"
"2009","Daily News Record - 2009 July 29","24","23404"
"2009","Daily News Record - 2009 July 30","40","23405"
"2009","Daily News Record - 2009 July 31","40","23406"
"2009","Daily News Record - 2009 August 01","40","23407"
"2009","Daily News Record - 2009 August 03","27","23408"
"2009","Daily News Record - 2009 August 04","24","23409"
"2009","Daily News Record - 2009 August 05","24","23410"
"2009","Daily News Record - 2009 August 06","24","23411"
"2009","Daily News Record - 2009 August 07","40","23412"
